id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,traffic_from_avg,traffic_into_avg
id1307081,2,2016-01-04 08:33:35,2016-01-04 08:49:57,1,-73.98,40.78,-73.97,40.765,N,982,518.8419197186976,0.0
id2979747,1,2016-01-04 08:51:23,2016-01-04 08:58:09,1,-73.965,40.79,-73.955,40.79,N,406,451.1111111108803,0.0
id1320581,1,2016-01-04 09:06:23,2016-01-04 09:27:07,1,-74.015,40.7,-74.005,40.755,N,1244,201.58864496050649,0.0
id2016837,2,2016-01-04 08:08:46,2016-01-04 08:14:50,5,-73.99,40.75,-73.99,40.74,N,364,327.92792792799315,0.0
id3953793,2,2016-01-04 08:28:25,2016-01-04 08:37:05,1,-73.99,40.730000000000004,-73.99,40.74,N,520,468.4684684685617,0.0
id1525943,1,2016-01-04 09:00:18,2016-01-04 09:17:38,1,-74.005,40.735,-73.97500000000001,40.76,N,1040,268.61079933176546,0.0
id1345612,1,2016-01-04 08:48:35,2016-01-04 09:26:50,1,-73.775,40.645,-73.97,40.75,N,2295,108.93532265447395,0.0
id3822337,1,2016-01-04 09:10:58,2016-01-04 09:12:42,1,-73.98,40.765,-73.97,40.765,N,104,115.55555555549644,0.0
id3819645,1,2016-01-04 08:28:23,2016-01-04 09:33:05,1,-73.775,40.645,-74.0,40.74,N,3882,170.03116445374673,0.0
id0420375,2,2016-01-04 08:11:25,2016-01-04 08:28:49,5,-73.98,40.78,-73.97500000000001,40.76,N,1044,460.89683248494356,0.0
id2201600,1,2016-01-04 08:36:17,2016-01-04 08:47:00,1,-73.985,40.755,-73.97500000000001,40.755,N,643,714.4444444450942,0.0
id2666636,1,2016-01-04 08:35:28,2016-01-04 08:44:28,1,-73.965,40.765,-73.97500000000001,40.76,N,540,510.70252183413277,0.0
id2681248,1,2016-01-04 08:13:50,2016-01-04 08:23:10,1,-73.98,40.775,-73.965,40.765,N,560,320.41353492960104,0.0
id3720290,2,2016-01-04 08:15:11,2016-01-04 08:27:14,1,-74.0,40.74,-73.985,40.765,N,723,234.28719609485972,0.0
id0775735,1,2016-01-04 08:44:37,2016-01-04 08:53:40,1,-73.97,40.785000000000004,-73.95,40.79,N,543,288.2746768306887,0.0
id3244068,2,2016-01-04 08:19:44,2016-01-04 08:28:31,2,-73.985,40.765,-73.98,40.755,N,527,439.9924273458384,0.0
id1437972,2,2016-01-04 08:32:44,2016-01-04 08:51:49,1,-73.965,40.79,-74.01,40.745,N,1145,178.05512157833797,0.0
id0775438,1,2016-01-04 08:54:19,2016-01-04 09:22:12,1,-73.865,40.77,-73.985,40.74,N,1673,148.0305507481885,0.0
id2951499,2,2016-01-04 08:22:39,2016-01-04 08:53:53,1,-73.87,40.775,-73.97500000000001,40.75,N,1874,190.27280640927614,0.0
id0870761,1,2016-01-04 09:11:13,2016-01-04 09:40:05,1,-73.93,40.745,-74.01,40.71,N,1732,211.7029999521942,0.0
id1999448,1,2016-01-04 08:35:37,2016-01-04 08:56:00,1,-73.96000000000001,40.765,-73.99,40.75,N,1223,385.54887913805834,0.0
id3832176,2,2016-01-04 08:22:42,2016-01-04 08:27:27,1,-73.96000000000001,40.765,-73.97,40.76,N,285,269.5374420794031,0.0
id3142361,2,2016-01-04 08:25:13,2016-01-04 08:35:36,4,-73.98,40.765,-73.985,40.755,N,623,520.1428505435623,0.0
id1085953,2,2016-01-04 08:12:55,2016-01-04 08:20:37,1,-73.97500000000001,40.745,-73.955,40.77,N,462,139.67571697537207,0.0
id3093289,1,2016-01-04 09:04:04,2016-01-04 09:14:41,1,-73.97500000000001,40.75,-73.985,40.755,N,637,602.439826682736,0.0
id2699874,1,2016-01-04 08:30:17,2016-01-04 08:44:07,1,-73.96000000000001,40.78,-73.97500000000001,40.76,N,830,319.44585327116744,0.0
id1833757,2,2016-01-04 09:25:21,2016-01-04 09:28:42,1,-73.97500000000001,40.76,-73.965,40.77,N,201,140.65577071400034,0.0
id0223686,1,2016-01-04 09:24:10,2016-01-04 09:44:21,1,-73.97,40.79,-73.99,40.755,N,1211,282.8295020477681,0.0
id2877869,1,2016-01-04 08:45:50,2016-01-04 08:58:17,1,-73.96000000000001,40.78,-73.95,40.765,N,747,394.67913852328627,0.0
id1518926,1,2016-01-04 08:55:00,2016-01-04 09:17:58,1,-73.955,40.77,-73.985,40.755,N,1378,434.41239202948657,0.0
id2105891,1,2016-01-04 09:22:35,2016-01-04 09:28:27,1,-73.965,40.765,-73.95,40.77,N,352,241.15670767358813,0.0
id2772866,1,2016-01-04 08:55:13,2016-01-04 08:58:35,1,-73.985,40.745,-73.995,40.745,N,202,224.44444444432963,0.0
id1777275,2,2016-01-04 08:32:52,2016-01-04 09:04:28,1,-73.955,40.78,-73.99,40.730000000000004,N,1896,297.1035126644935,0.0
id0437689,1,2016-01-04 08:59:10,2016-01-04 09:17:19,1,-73.99,40.77,-74.005,40.725,N,1089,210.46661361516362,0.0
id1624320,2,2016-01-04 08:19:09,2016-01-04 08:32:56,1,-73.98,40.735,-73.985,40.755,N,827,365.0973950814639,0.0
id0890281,2,2016-01-04 08:31:07,2016-01-04 08:35:35,5,-73.98,40.755,-73.97500000000001,40.765,N,268,223.7532647603125,0.0
id2586182,2,2016-01-04 08:53:58,2016-01-04 09:09:27,2,-73.965,40.76,-73.985,40.755,N,929,493.19921689817636,0.0
id0319496,1,2016-01-04 08:30:10,2016-01-04 08:38:24,1,-73.985,40.74,-73.98,40.755,N,494,286.4201298234091,0.0
id3725134,1,2016-01-04 08:08:02,2016-01-04 08:14:45,1,-73.985,40.755,-73.99,40.74,N,403,233.6585269612022,0.0
id2890649,2,2016-01-04 08:29:14,2016-01-04 08:33:05,2,-73.985,40.74,-73.985,40.745,N,231,416.2162162165948,0.0
id1362431,1,2016-01-04 08:25:34,2016-01-04 08:42:04,1,-73.92,40.745,-73.97,40.7,N,990,147.2535783111481,0.0
id3499580,2,2016-01-04 08:03:49,2016-01-04 08:04:33,1,-73.785,40.645,-73.78,40.645,N,44,97.7777777778667,0.0
id1178720,1,2016-01-04 08:08:04,2016-01-04 08:13:04,1,-74.0,40.675000000000004,-74.01,40.675000000000004,N,300,333.3333333331628,0.0
id1222917,2,2016-01-04 09:19:52,2016-01-04 09:25:54,1,-73.995,40.755,-74.005,40.745,N,362,253.3203432761036,0.0
id3372263,1,2016-01-04 09:26:46,2016-01-04 09:40:23,1,-73.965,40.795,-73.98,40.765,N,817,227.3711658073553,0.0
id1910673,2,2016-01-04 09:11:41,2016-01-04 09:13:53,1,-73.97500000000001,40.78,-73.98,40.775,N,132,184.74190780356727,0.0
id2913145,2,2016-01-04 08:42:12,2016-01-04 08:43:29,1,-73.965,40.76,-73.97,40.76,N,77,171.11111111126672,0.0
id1695883,1,2016-01-04 08:32:46,2016-01-04 08:42:25,1,-73.985,40.730000000000004,-73.985,40.74,N,579,521.6216216217254,0.0
id1071875,2,2016-01-04 09:10:41,2016-01-04 09:21:22,2,-74.005,40.735,-74.0,40.755,N,641,282.9835915927671,0.0
id3147684,2,2016-01-04 08:47:25,2016-01-04 08:53:36,5,-73.97,40.785000000000004,-73.98,40.77,N,371,196.01868861062812,0.0
id3337215,1,2016-01-04 08:26:33,2016-01-04 08:44:37,1,-73.94500000000001,40.775,-73.97,40.76,N,1084,387.27316388281855,0.0
id1545626,2,2016-01-04 08:29:20,2016-01-04 08:35:30,1,-73.96000000000001,40.77,-73.97,40.765,N,370,349.92580199782157,0.0
id3028865,1,2016-01-04 08:31:27,2016-01-04 08:53:19,1,-73.965,40.79,-73.97,40.765,N,1312,466.6963556053814,0.0
id3890139,2,2016-01-04 09:21:25,2016-01-04 09:32:30,1,-73.99,40.75,-73.985,40.735,N,665,385.56555937766615,0.0
id1076542,2,2016-01-04 09:15:49,2016-01-04 09:22:55,1,-73.995,40.745,-74.005,40.75,N,426,402.88754500289724,0.0
id0998526,2,2016-01-04 08:47:10,2016-01-04 09:11:21,1,-73.99,40.755,-73.955,40.79,N,1451,290.1087751331042,0.0
id2378826,2,2016-01-04 08:03:52,2016-01-04 08:27:38,4,-73.985,40.755,-73.86,40.77,N,1426,125.38972604427984,0.0
id3441399,1,2016-01-04 08:39:56,2016-01-04 09:25:57,1,-73.875,40.775,-74.015,40.71,N,2761,190.1579078103831,0.0
id3704581,1,2016-01-04 08:47:39,2016-01-04 09:04:59,1,-73.97500000000001,40.755,-73.985,40.755,N,1040,1155.5555555566066,0.0
id0957733,1,2016-01-04 09:22:40,2016-01-04 09:26:35,1,-73.99,40.75,-74.0,40.755,N,235,222.25017153892816,0.0
id2108625,1,2016-01-04 08:24:03,2016-01-04 08:36:03,2,-73.98,40.765,-73.985,40.745,N,720,317.85988447237486,0.0
id1784658,2,2016-01-04 08:48:41,2016-01-04 09:00:12,1,-73.955,40.78,-73.97500000000001,40.755,N,691,208.90891867965675,0.0
id3071111,2,2016-01-04 08:37:12,2016-01-04 08:43:36,6,-74.005,40.735,-73.995,40.735,N,384,426.6666666670547,0.0
id2178591,2,2016-01-04 08:04:17,2016-01-04 08:18:01,1,-73.99,40.74,-73.97500000000001,40.755,N,824,384.4124546216741,0.0
id1877615,2,2016-01-04 09:11:39,2016-01-04 09:18:21,1,-73.96000000000001,40.78,-73.965,40.800000000000004,N,402,177.4717688304093,0.0
id2212001,1,2016-01-04 08:11:10,2016-01-04 08:19:34,1,-73.965,40.755,-73.98,40.755,N,504,373.33333333331916,0.0
id2435414,2,2016-01-04 08:29:31,2016-01-04 08:42:57,1,-73.99,40.75,-73.965,40.775,N,806,225.609057105595,0.0
id3933617,1,2016-01-04 08:36:09,2016-01-04 08:46:46,1,-73.875,40.775,-73.875,40.75,N,637,229.54954954956258,0.0
id1452883,1,2016-01-04 08:04:16,2016-01-04 08:06:45,1,-74.005,40.75,-74.0,40.75,N,149,331.11111111141224,0.0
id3182174,1,2016-01-04 08:18:56,2016-01-04 08:20:19,1,-73.955,40.775,-73.955,40.77,N,83,149.54954954968557,0.0
id2495351,1,2016-01-04 09:29:22,2016-01-04 09:35:26,1,-73.985,40.74,-74.0,40.74,N,364,269.6296296296194,0.0
id1352341,1,2016-01-04 09:23:18,2016-01-04 09:38:53,1,-73.99,40.775,-73.96000000000001,40.78,N,935,339.20422402336834,0.0
id1420462,1,2016-01-04 08:57:41,2016-01-04 09:13:32,1,-73.965,40.765,-73.985,40.74,N,951,287.514300527345,0.0
id0524379,1,2016-01-04 08:19:28,2016-01-04 08:22:39,1,-73.955,40.77,-73.96000000000001,40.765,N,191,267.3159423518301,0.0
id0590810,1,2016-01-04 08:50:56,2016-01-04 09:05:21,1,-73.985,40.74,-73.97500000000001,40.76,N,865,361.0943545105789,0.0
id1414472,2,2016-01-04 08:35:34,2016-01-04 08:50:02,1,-73.955,40.765,-74.01,40.7,N,868,99.20244567411228,0.0
id2182005,2,2016-01-04 08:45:17,2016-01-04 08:57:07,1,-74.0,40.715,-73.995,40.74,N,710,252.55671682913172,0.0
id2133599,2,2016-01-04 08:01:54,2016-01-04 08:11:34,5,-73.99,40.77,-73.97500000000001,40.76,N,580,331.8568754628936,0.0
id1201614,1,2016-01-04 08:32:59,2016-01-04 08:53:54,1,-73.965,40.775,-73.98,40.735,N,1255,270.4333177599745,0.0
id2737476,2,2016-01-04 09:03:46,2016-01-04 09:13:08,2,-74.0,40.745,-74.005,40.725,N,562,248.10729871324395,0.0
id3146049,2,2016-01-04 08:16:35,2016-01-04 08:52:42,1,-73.97,40.800000000000004,-73.98,40.78,N,2167,904.6144118196864,0.0
id1471712,2,2016-01-04 08:27:24,2016-01-04 08:32:51,6,-73.985,40.765,-74.0,40.75,N,327,152.55202992868954,0.0
id2736296,1,2016-01-04 08:26:00,2016-01-04 08:26:11,1,-73.99,40.76,-73.99,40.76,N,11,11.0,11.0
id1522996,1,2016-01-04 08:57:26,2016-01-04 09:03:07,1,-73.96000000000001,40.775,-73.955,40.79,N,341,197.71106127482514,0.0
id1926442,1,2016-01-04 08:43:59,2016-01-04 08:48:11,1,-73.96000000000001,40.78,-73.965,40.775,N,252,352.68909671590114,0.0
id3153313,2,2016-01-04 08:02:16,2016-01-04 08:05:51,1,-73.99,40.730000000000004,-74.0,40.730000000000004,N,215,238.88888888876667,0.0
id3499045,2,2016-01-04 08:11:09,2016-01-04 08:19:20,2,-73.99,40.735,-73.97500000000001,40.75,N,491,229.06130487772086,0.0
id1893590,2,2016-01-04 09:15:31,2016-01-04 09:29:51,1,-73.97,40.76,-73.98,40.765,N,860,813.3410532913966,0.0
id1258668,2,2016-01-04 08:25:28,2016-01-04 08:46:48,6,-73.97,40.795,-73.985,40.765,N,1280,356.2241031008749,0.0
id0488078,1,2016-01-04 08:04:27,2016-01-04 08:17:12,1,-73.985,40.75,-74.0,40.72,N,765,212.89956161888227,0.0
id1675960,1,2016-01-04 08:27:22,2016-01-04 09:27:21,1,-73.775,40.645,-73.97,40.755,N,3599,168.33817006421543,0.0
id2368648,2,2016-01-04 08:04:15,2016-01-04 08:15:34,1,-73.97500000000001,40.745,-73.985,40.76,N,679,358.7511848157931,0.0
id0621135,1,2016-01-04 09:07:42,2016-01-04 09:13:07,1,-73.995,40.745,-74.005,40.725,N,325,135.67128926698052,0.0
id2188642,2,2016-01-04 08:20:04,2016-01-04 08:26:48,1,-74.005,40.74,-73.99,40.745,N,404,276.78213039815233,0.0
id1632107,1,2016-01-04 08:21:10,2016-01-04 08:38:51,1,-73.955,40.77,-73.98,40.75,N,1061,335.67042454887354,0.0
id0745103,2,2016-01-04 08:08:04,2016-01-04 08:11:16,2,-73.96000000000001,40.815,-73.965,40.800000000000004,N,192,111.3211840609693,0.0
id1939840,1,2016-01-04 08:36:44,2016-01-04 08:47:10,1,-73.99,40.755,-73.99,40.775,N,626,281.98198198203806,0.0
id0777399,2,2016-01-04 09:10:02,2016-01-04 09:46:25,1,-73.865,40.77,-74.03,40.62,N,2183,97.84762363031217,0.0
id1034581,1,2016-01-04 09:15:12,2016-01-04 09:27:45,1,-73.955,40.78,-73.955,40.765,N,753,452.2522522522351,0.0
id2443003,2,2016-01-04 09:15:10,2016-01-04 09:34:39,2,-73.98,40.755,-73.99,40.735,N,1169,487.9991912401595,0.0
id3913900,2,2016-01-04 08:01:09,2016-01-04 08:59:01,5,-73.78,40.645,-73.95,40.775,N,3472,165.0874015229747,0.0
id3119510,1,2016-01-04 08:54:15,2016-01-04 09:02:32,1,-73.95,40.775,-73.97,40.755,N,497,173.89531851967124,0.0
id0751544,2,2016-01-04 09:25:59,2016-01-04 09:31:34,1,-74.015,40.705,-74.01,40.705,N,335,744.4444444451215,0.0
id2922597,2,2016-01-04 09:15:25,2016-01-04 09:27:56,6,-73.97,40.76,-73.985,40.745,N,751,350.356496869865,0.0
id0250016,1,2016-01-04 08:30:31,2016-01-04 08:40:56,1,-73.965,40.77,-73.965,40.79,N,625,281.5315315315875,0.0
id0843270,1,2016-01-04 09:15:17,2016-01-04 09:22:12,1,-73.97500000000001,40.755,-73.985,40.76,N,415,392.48434548419675,0.0
id2576852,1,2016-01-04 08:07:02,2016-01-04 08:09:39,1,-73.985,40.75,-73.99,40.745,N,157,219.73090549363684,0.0
id1573931,2,2016-01-04 09:06:39,2016-01-04 09:43:02,2,-73.87,40.775,-73.985,40.76,N,2183,208.24055492388598,0.0
id3503356,2,2016-01-04 08:42:16,2016-01-04 09:23:50,1,-73.87,40.775,-73.985,40.75,N,2494,232.74575459536774,0.0
id3538848,1,2016-01-04 09:04:52,2016-01-04 09:09:49,1,-73.955,40.77,-73.955,40.785000000000004,N,297,178.37837837837162,0.0
id2694165,1,2016-01-04 08:44:10,2016-01-04 08:52:14,1,-74.005,40.735,-74.005,40.75,N,484,290.6906906906797,0.0
id2562703,1,2016-01-04 08:19:03,2016-01-04 08:31:27,1,-73.985,40.78,-73.98,40.755,N,744,264.65098214207603,0.0
id0366281,2,2016-01-04 09:27:43,2016-01-04 09:38:18,1,-73.94,40.75,-73.96000000000001,40.745,N,635,337.1167951884824,0.0
id2872386,1,2016-01-04 08:21:40,2016-01-04 08:26:30,1,-73.97500000000001,40.755,-73.97,40.765,N,290,242.1210700763604,0.0
id0967066,1,2016-01-04 08:51:22,2016-01-04 09:01:33,1,-73.97,40.75,-73.99,40.74,N,611,288.92522300081185,0.0
id0146913,1,2016-01-04 09:20:48,2016-01-04 09:40:53,1,-73.965,40.765,-73.98,40.76,N,1205,825.5506612121412,0.0
id3646949,2,2016-01-04 08:51:18,2016-01-04 09:16:31,5,-74.015,40.715,-73.97500000000001,40.745,N,1513,308.5256811373488,0.0
id3171771,2,2016-01-04 09:24:42,2016-01-04 09:41:09,1,-73.97500000000001,40.745,-73.97,40.76,N,987,572.260461813057,0.0
id3080029,1,2016-01-04 09:26:55,2016-01-04 09:37:29,1,-73.99,40.755,-73.97500000000001,40.75,N,634,434.35611552607605,0.0
id3394838,2,2016-01-04 09:14:36,2016-01-04 09:45:52,1,-73.94,40.79,-73.97500000000001,40.755,N,1876,375.08205523750223,0.0
id0261727,1,2016-01-04 08:56:36,2016-01-04 09:17:59,3,-73.98,40.77,-73.98,40.765,N,1283,2311.711711710529,0.0
id2579423,2,2016-01-04 09:11:36,2016-01-04 09:26:30,1,-73.955,40.78,-73.97500000000001,40.76,N,894,312.8016393491126,0.0
id0293576,2,2016-01-04 08:44:41,2016-01-04 08:56:33,5,-73.97,40.75,-73.99,40.74,N,712,336.68536624644526,0.0
id3964040,1,2016-01-04 08:48:25,2016-01-04 09:00:38,1,-74.0,40.725,-74.005,40.705,N,733,323.5990212753483,0.0
id0537869,2,2016-01-04 09:26:06,2016-01-04 09:30:44,2,-73.955,40.775,-73.955,40.785000000000004,N,278,250.45045045032234,0.0
id1721868,2,2016-01-04 08:39:16,2016-01-04 08:44:38,1,-73.99,40.745,-73.985,40.745,N,322,715.5555555562064,0.0
id2474993,1,2016-01-04 08:24:24,2016-01-04 08:29:14,1,-73.97500000000001,40.755,-73.98,40.765,N,290,242.12107007645756,0.0
id0224445,1,2016-01-04 08:13:42,2016-01-04 08:20:30,1,-73.97,40.795,-73.96000000000001,40.805,N,408,285.51022115109,0.0
id1120632,1,2016-01-04 08:39:09,2016-01-04 08:43:00,1,-74.005,40.730000000000004,-74.0,40.725,N,231,323.2983386562427,0.0
id1308182,1,2016-01-04 09:06:54,2016-01-04 09:16:02,1,-73.955,40.78,-73.955,40.79,N,548,493.69369369379194,0.0
id1952468,2,2016-01-04 08:22:33,2016-01-04 08:32:46,1,-73.99,40.755,-73.97,40.76,N,613,325.43715819007764,0.0
id2088911,2,2016-01-04 08:26:37,2016-01-04 08:37:31,6,-73.98,40.72,-74.005,40.730000000000004,N,654,260.67157717465255,0.0
id3834630,1,2016-01-04 08:42:09,2016-01-04 09:02:57,1,-73.99,40.745,-73.965,40.805,N,1248,177.5299224702894,0.0
id1348687,2,2016-01-04 09:20:22,2016-01-04 09:50:31,1,-73.865,40.77,-73.96000000000001,40.775,N,1809,211.13459614733648,0.0
id3881712,2,2016-01-04 08:33:12,2016-01-04 08:38:11,1,-73.97,40.795,-73.97,40.79,N,299,538.7387387384631,0.0
id2697544,1,2016-01-04 09:14:19,2016-01-04 09:43:54,1,-73.775,40.645,-73.925,40.65,N,1775,131.37051215759453,0.0
id3663592,2,2016-01-04 09:23:53,2016-01-04 09:35:36,1,-73.99,40.75,-73.985,40.74,N,703,586.9348698749989,0.0
id1720243,2,2016-01-04 09:11:45,2016-01-04 09:19:07,1,-73.97500000000001,40.755,-73.97500000000001,40.75,N,442,796.396396395989,0.0
id0245628,1,2016-01-04 09:25:32,2016-01-04 09:30:04,1,-73.94500000000001,40.775,-73.955,40.78,N,272,257.2427517389391,0.0
id2986014,1,2016-01-04 08:25:08,2016-01-04 08:40:43,1,-74.005,40.75,-73.97500000000001,40.76,N,935,320.2862523791469,0.0
id0939179,1,2016-01-04 08:59:20,2016-01-04 09:22:47,1,-74.005,40.730000000000004,-73.97,40.75,N,1407,365.10494119333345,0.0
id3510806,2,2016-01-04 08:00:06,2016-01-04 08:12:08,1,-73.955,40.78,-73.97500000000001,40.76,N,722,252.62056332221397,0.0
id2743117,1,2016-01-04 08:35:47,2016-01-04 08:40:41,1,-73.98,40.75,-73.97500000000001,40.76,N,294,245.46067104302938,0.0
id2019792,1,2016-01-04 08:51:56,2016-01-04 09:14:38,1,-73.955,40.77,-73.99,40.755,N,1362,382.26581227992915,0.0
id3066873,1,2016-01-04 09:04:36,2016-01-04 09:11:53,1,-73.97500000000001,40.745,-73.98,40.755,Y,437,364.8514055977496,0.0
id1580085,2,2016-01-04 08:32:51,2016-01-04 08:39:23,1,-73.97500000000001,40.730000000000004,-73.99,40.735,N,392,268.56087900040507,0.0
id0805381,2,2016-01-04 08:56:15,2016-01-04 09:12:27,1,-73.98,40.765,-73.985,40.745,N,972,429.11084403770604,0.0
id1926673,2,2016-01-04 08:40:33,2016-01-04 08:53:01,2,-73.995,40.730000000000004,-73.98,40.75,N,748,287.88614246613884,0.0
id0409631,1,2016-01-04 08:17:01,2016-01-04 08:31:33,1,-73.95,40.77,-73.97500000000001,40.76,N,872,347.56210289937786,0.0
id1443057,2,2016-01-04 08:52:41,2016-01-04 09:06:02,2,-73.985,40.74,-74.005,40.705,N,801,187.07384900101104,0.0
id0867240,2,2016-01-04 08:34:33,2016-01-04 08:55:00,1,-73.97,40.79,-73.96000000000001,40.76,N,1227,355.70597094465893,0.0
id0934637,1,2016-01-04 08:53:16,2016-01-04 09:07:14,1,-73.99,40.730000000000004,-74.01,40.72,N,838,396.26732712685487,0.0
id0366956,2,2016-01-04 08:53:43,2016-01-04 08:56:40,1,-73.995,40.74,-74.005,40.745,N,177,167.39693771253692,0.0
id0671110,2,2016-01-04 08:40:14,2016-01-04 08:58:48,1,-73.995,40.765,-73.96000000000001,40.78,N,1114,312.66087729797437,0.0
id0262980,2,2016-01-04 08:32:26,2016-01-04 08:42:07,1,-73.995,40.75,-73.985,40.755,N,581,549.4780836770947,0.0
id2145111,2,2016-01-04 09:20:53,2016-01-04 09:28:05,1,-73.97500000000001,40.755,-73.97500000000001,40.76,N,432,778.3783783790863,0.0
id2700898,2,2016-01-04 08:19:01,2016-01-04 08:36:35,2,-74.01,40.705,-73.98,40.745,N,1054,202.82887310111695,0.0
id1811495,1,2016-01-04 08:41:24,2016-01-04 08:46:16,2,-73.955,40.77,-73.95,40.775,N,292,408.67149302036285,0.0
id2678807,2,2016-01-04 08:53:52,2016-01-04 08:57:31,1,-73.98,40.79,-73.98,40.78,N,219,197.29729729733654,0.0
id2197656,2,2016-01-04 09:22:38,2016-01-04 09:25:30,1,-73.985,40.745,-73.98,40.75,N,172,240.72430410767856,0.0
id1176064,2,2016-01-04 09:01:09,2016-01-04 09:09:19,2,-74.01,40.735,-74.005,40.725,N,490,409.10111840488486,0.0
