Dropoff Longitude,Dropoff Latitude,Pickup Longitude,Pickup Latitude,Speed,Time
-73.97500000000001,40.755,-73.965,40.76,12.562776391066377,2016-01-06 22:03:18
-73.97500000000001,40.755,-74.015,40.715,24.439307920035226,2016-01-06 22:34:45
-73.97500000000001,40.755,-73.99,40.755,15.47770700635535,2016-01-06 23:43:11
-73.97500000000001,40.755,-73.985,40.76,11.569973393584176,2016-01-06 23:18:46
-73.97500000000001,40.755,-73.995,40.735,22.126771256636417,2016-01-06 23:21:42
-73.97500000000001,40.755,-73.97500000000001,40.775,13.899130434779844,2016-01-06 21:33:17
-73.97500000000001,40.755,-73.985,40.745,10.71765482743254,2016-01-06 21:45:43
-73.97500000000001,40.755,-73.96000000000001,40.77,18.639399699884354,2016-01-06 22:09:01
-73.95,40.775,-73.995,40.74,28.296328840177587,2016-01-06 21:52:52
-73.95,40.775,-73.97,40.76,17.140081565697066,2016-01-06 23:48:30
-73.95,40.775,-73.985,40.74,28.99462175537174,2016-01-06 21:17:15
-73.985,40.730000000000004,-73.965,40.755,31.501538673139663,2016-01-06 21:22:17
-73.985,40.730000000000004,-73.985,40.745,15.568831168824385,2016-01-06 21:50:20
-73.985,40.730000000000004,-73.99,40.725,8.4613064427099,2016-01-06 21:15:14
-73.985,40.730000000000004,-73.97,40.75,15.720500635929708,2016-01-06 22:32:14
-73.985,40.730000000000004,-73.985,40.735,11.03867403313913,2016-01-06 22:02:22
-73.985,40.730000000000004,-74.0,40.730000000000004,18.984375000000718,2016-01-06 23:56:41
-73.985,40.730000000000004,-74.0,40.755,11.932805510394953,2016-01-06 22:21:51
-73.985,40.730000000000004,-73.98,40.74,11.14184080614204,2016-01-06 23:24:45
-73.985,40.730000000000004,-73.96000000000001,40.77,23.271707421993558,2016-01-06 23:42:17
-73.985,40.730000000000004,-73.97500000000001,40.795,18.45930815710348,2016-01-06 21:51:01
-73.965,40.755,-73.96000000000001,40.77,8.148373751368187,2016-01-06 23:14:57
-73.965,40.755,-73.98,40.74,22.62965242156048,2016-01-06 21:18:13
-73.965,40.755,-73.985,40.735,20.29378428863103,2016-01-06 22:35:28
-73.965,40.755,-73.99,40.765,13.05210247931353,2016-01-06 21:40:01
-73.965,40.755,-73.97,40.785000000000004,11.598239930279451,2016-01-06 22:53:23
-73.965,40.755,-74.01,40.715,22.05382463150181,2016-01-06 22:17:38
-73.98,40.76,-73.99,40.765,17.78748246023684,2016-01-06 22:31:08
-73.98,40.76,-73.965,40.755,14.677861705010399,2016-01-06 22:35:59
-73.98,40.76,-73.97,40.76,12.607003891057033,2016-01-06 21:49:56
-73.98,40.76,-73.98,40.765,9.380281690145644,2016-01-06 22:28:37
-73.98,40.76,-73.985,40.775,13.439525537970907,2016-01-06 21:39:51
-73.98,40.76,-74.01,40.735,15.625989079676438,2016-01-06 22:01:48
-73.98,40.76,-73.965,40.79,21.631567183838246,2016-01-06 22:00:46
-73.98,40.76,-73.985,40.765,4.279928716445607,2016-01-06 21:35:08
-73.98,40.76,-73.97500000000001,40.79,15.689966598289843,2016-01-06 22:10:58
-73.98,40.76,-74.01,40.705,17.32621206608285,2016-01-06 21:06:54
-73.98,40.76,-73.98,40.77,16.71966527197508,2016-01-06 21:19:59
-73.98,40.76,-73.955,40.78,20.429117750193104,2016-01-06 22:21:14
-73.98,40.76,-73.96000000000001,40.775,23.986798930255404,2016-01-06 22:51:42
-73.98,40.76,-73.965,40.76,10.970654627539918,2016-01-06 22:14:06
-73.97,40.76,-73.965,40.795,25.232096402516422,2016-01-06 21:38:10
-73.97,40.76,-73.985,40.735,12.784167928858114,2016-01-06 21:23:59
-73.97,40.76,-73.97500000000001,40.755,10.45624861213213,2016-01-06 23:40:04
-73.97,40.76,-73.98,40.75,11.306536960809481,2016-01-06 21:08:03
-73.97,40.76,-73.95,40.78,29.565944351540036,2016-01-06 22:18:39
-73.97,40.76,-73.98,40.775,10.66296718892086,2016-01-06 21:03:38
-73.97,40.76,-73.985,40.77,10.829378724078122,2016-01-06 21:28:38
-73.97,40.76,-73.97500000000001,40.745,15.445424871999403,2016-01-06 21:43:57
-73.97,40.76,-73.95,40.775,14.51832566831248,2016-01-06 21:57:42
-73.97,40.76,-73.99,40.755,10.00152310430422,2016-01-06 21:12:28
-73.97,40.76,-73.94500000000001,40.775,26.03774769501896,2016-01-06 23:17:24
-73.97,40.76,-73.965,40.76,6.666666666660603,2016-01-06 21:14:16
-73.97,40.76,-73.99,40.765,12.965645630438043,2016-01-06 22:11:03
-73.97,40.76,-73.965,40.805,25.792607863653565,2016-01-06 22:42:57
-73.78,40.645,-73.98,40.730000000000004,46.74910411460776,2016-01-06 23:26:44
-73.78,40.645,-73.97,40.75,52.46411458116737,2016-01-06 23:17:23
-73.78,40.645,-73.985,40.765,39.27169639879769,2016-01-06 21:58:39
-73.78,40.645,-74.0,40.76,40.44313200820794,2016-01-06 22:51:27
-73.78,40.645,-73.985,40.745,54.66430594838787,2016-01-06 23:49:48
-73.98,40.775,-73.98,40.76,12.333333333333801,2016-01-06 22:22:30
-73.98,40.775,-73.99,40.76,13.764921280238868,2016-01-06 23:07:27
-73.98,40.775,-73.96000000000001,40.77,9.314605308678928,2016-01-06 23:14:51
-73.98,40.775,-73.965,40.77,9.154485174901955,2016-01-06 21:29:03
-73.98,40.775,-73.965,40.775,11.224018475751002,2016-01-06 22:47:19
-73.98,40.775,-73.97,40.765,12.133194144264891,2016-01-06 22:51:55
-73.98,40.775,-73.99,40.775,17.142857142841553,2016-01-06 21:36:27
-73.98,40.775,-73.985,40.765,16.21012177434951,2016-01-06 21:56:41
-73.98,40.775,-73.98,40.74,14.847133757960338,2016-01-06 22:46:47
-74.005,40.725,-74.005,40.730000000000004,18.672897196271236,2016-01-06 23:27:23
-74.005,40.725,-73.995,40.72,17.224078038419385,2016-01-06 23:08:18
-74.005,40.725,-73.98,40.735,17.138624128434465,2016-01-06 22:07:21
-74.005,40.725,-73.995,40.730000000000004,25.54712245966902,2016-01-06 22:15:13
-74.005,40.725,-73.99,40.76,18.438783437323043,2016-01-06 21:29:28
-74.005,40.725,-74.005,40.705,14.19538188277309,2016-01-06 22:46:28
-74.005,40.725,-73.99,40.74,15.878007151753339,2016-01-06 21:13:54
-74.01,40.705,-73.985,40.745,20.316569971584034,2016-01-06 21:52:12
-74.01,40.705,-73.995,40.72,12.446308831858262,2016-01-06 21:46:16
-74.01,40.705,-74.01,40.71,5.708571428574349,2016-01-06 21:42:45
-74.01,40.705,-74.015,40.715,9.958181043832797,2016-01-06 22:23:13
-74.01,40.705,-73.955,40.78,26.57595584226535,2016-01-06 22:03:22
-74.01,40.705,-73.99,40.76,20.0116837023218,2016-01-06 21:12:12
-74.01,40.705,-73.995,40.715,11.694923863734923,2016-01-06 21:54:27
-74.01,40.705,-73.97,40.795,28.401100396778837,2016-01-06 21:13:45
-74.01,40.705,-73.955,40.77,37.95087158915855,2016-01-06 23:39:23
-73.955,40.78,-73.98,40.78,13.50000000000307,2016-01-06 22:10:03
-73.955,40.78,-73.995,40.745,16.29701392040769,2016-01-06 21:30:17
-73.955,40.78,-73.96000000000001,40.77,11.685345235714632,2016-01-06 21:07:50
-73.955,40.78,-73.96000000000001,40.765,25.137897969812794,2016-01-06 21:27:59
-73.955,40.78,-73.955,40.775,16.650000000008518,2016-01-06 21:21:54
-73.955,40.78,-73.985,40.78,12.477535301669278,2016-01-06 22:37:45
-73.955,40.78,-73.965,40.795,14.97502424993501,2016-01-06 21:32:59
-73.955,40.78,-73.965,40.77,22.464953350079973,2016-01-06 21:16:36
-73.955,40.78,-73.955,40.785000000000004,10.800000000005525,2016-01-06 21:47:05
-73.955,40.78,-73.965,40.76,18.23210313733256,2016-01-06 21:37:13
-73.98,40.78,-73.96000000000001,40.765,13.174838815423863,2016-01-06 23:41:11
-73.98,40.78,-73.99,40.735,15.710714122517091,2016-01-06 21:39:24
-73.98,40.78,-73.995,40.75,13.703047855863634,2016-01-06 22:24:37
-73.98,40.78,-73.97,40.795,28.155520800497644,2016-01-06 23:33:42
-73.98,40.78,-73.985,40.74,19.309957751899795,2016-01-06 22:23:54
-73.98,40.78,-73.98,40.730000000000004,17.150214592273702,2016-01-06 22:07:28
-73.98,40.78,-73.96000000000001,40.77,11.162818904668324,2016-01-06 22:18:53
-73.98,40.78,-73.98,40.765,10.7227191413242,2016-01-06 22:34:12
-73.985,40.735,-73.99,40.755,12.411775351900161,2016-01-06 23:16:19
-73.985,40.735,-73.99,40.75,13.099284385110883,2016-01-06 23:39:39
-73.985,40.735,-74.01,40.71,16.21839318148857,2016-01-06 23:19:03
-73.99,40.755,-73.985,40.775,15.742348274508922,2016-01-06 21:54:11
-73.99,40.755,-73.965,40.755,12.053571428567317,2016-01-06 22:31:35
-73.99,40.755,-73.96000000000001,40.765,14.435918929648718,2016-01-06 23:54:53
-73.99,40.755,-73.985,40.755,5.276872964164582,2016-01-06 23:51:04
-73.99,40.755,-73.98,40.745,12.219653960018098,2016-01-06 21:51:14
-73.99,40.755,-73.98,40.785000000000004,16.75859864653862,2016-01-06 22:41:02
-73.99,40.755,-73.94500000000001,40.78,16.6580358878169,2016-01-06 23:55:52
-73.985,40.76,-73.98,40.74,7.707501329107393,2016-01-06 22:19:49
-73.985,40.76,-74.005,40.74,17.263336634788136,2016-01-06 22:01:37
-73.985,40.76,-73.98,40.76,3.266129032255094,2016-01-06 22:13:29
-73.985,40.76,-73.99,40.765,6.914616017698413,2016-01-06 21:27:27
-73.985,40.76,-73.99,40.75,31.245597043311374,2016-01-06 22:58:31
-73.985,40.76,-74.01,40.715,18.110310170498153,2016-01-06 21:15:15
-73.985,40.76,-73.985,40.765,6.243750000003194,2016-01-06 22:31:25
-73.985,40.76,-74.0,40.76,9.529411764706243,2016-01-06 22:00:45
-73.985,40.76,-74.0,40.730000000000004,16.109187018596064,2016-01-06 22:43:45
-73.985,40.76,-73.995,40.725,12.626548108727913,2016-01-06 22:07:12
-73.985,40.76,-73.97500000000001,40.75,8.503263334157708,2016-01-06 22:17:09
-73.985,40.76,-73.965,40.76,10.236966824642513,2016-01-06 21:04:04
-73.985,40.76,-73.97500000000001,40.745,6.712941905141123,2016-01-06 22:03:38
-73.985,40.76,-73.97500000000001,40.775,21.426528407918994,2016-01-06 22:19:00
-73.985,40.76,-74.005,40.725,19.43787333182959,2016-01-06 22:16:22
-73.985,40.76,-73.97500000000001,40.76,17.419354838693835,2016-01-06 23:50:53
-73.985,40.76,-74.0,40.75,18.290316972929027,2016-01-06 21:15:04
-73.985,40.76,-73.96000000000001,40.76,6.994818652847355,2016-01-06 22:08:33
-73.985,40.76,-73.98,40.77,10.806747849572934,2016-01-06 22:30:39
-73.985,40.76,-74.015,40.705,20.66333287674713,2016-01-06 21:00:12
-73.98,40.74,-73.955,40.78,28.579289816486632,2016-01-06 22:49:08
-73.98,40.74,-73.96000000000001,40.77,20.900724029813908,2016-01-06 21:08:40
-73.97,40.755,-73.97500000000001,40.745,14.920042878828133,2016-01-06 21:34:09
-73.97,40.755,-73.98,40.745,14.782972175777354,2016-01-06 23:13:58
-73.97,40.755,-73.97500000000001,40.75,4.745825015842637,2016-01-06 21:00:01
-73.97,40.755,-73.99,40.745,13.379688036880994,2016-01-06 22:42:02
-73.97,40.755,-74.0,40.72,16.980985764962274,2016-01-06 23:18:57
-73.97,40.755,-74.005,40.730000000000004,13.409730369731895,2016-01-06 21:26:34
-73.97,40.755,-74.0,40.74,17.955288898550943,2016-01-06 21:58:19
-73.97,40.755,-73.97,40.76,10.918032786875315,2016-01-06 22:33:33
-73.97,40.755,-73.98,40.755,9.671641791049725,2016-01-06 21:29:25
-73.97,40.755,-73.985,40.75,10.243030195701369,2016-01-06 22:15:07
-73.97,40.755,-73.99,40.765,13.450605111278792,2016-01-06 23:06:08
-73.97,40.755,-74.0,40.75,8.996577954381483,2016-01-06 22:13:16
-74.01,40.72,-74.0,40.735,20.585003123022446,2016-01-06 22:46:09
-74.01,40.72,-74.005,40.705,13.89051632783839,2016-01-06 22:10:26
-74.0,40.735,-73.98,40.725,11.482718692283253,2016-01-06 21:40:14
-74.0,40.735,-73.97500000000001,40.785000000000004,19.9809656718182,2016-01-06 23:01:18
-74.0,40.735,-74.005,40.75,13.468678521784293,2016-01-06 22:46:20
-74.0,40.735,-73.99,40.75,26.720141308707568,2016-01-06 22:44:31
-74.0,40.735,-73.97500000000001,40.765,17.410312380292737,2016-01-06 23:49:40
-74.0,40.735,-73.99,40.725,18.913508519001155,2016-01-06 21:17:56
-74.0,40.735,-74.01,40.72,18.822198988177984,2016-01-06 22:01:22
-74.0,40.735,-73.985,40.74,12.601137866654202,2016-01-06 21:24:56
-73.98,40.725,-74.005,40.735,13.014488351131071,2016-01-06 22:20:36
-73.98,40.725,-73.985,40.725,12.65624999998849,2016-01-06 22:17:15
-73.99,40.735,-73.95,40.77,20.725550311819422,2016-01-06 21:52:30
-73.99,40.735,-73.995,40.74,2.906482665069728,2016-01-06 22:49:53
-73.99,40.735,-73.98,40.725,12.797199793943815,2016-01-06 21:07:02
-73.99,40.735,-73.97,40.755,15.853541809454443,2016-01-06 22:26:09
-73.99,40.735,-73.98,40.745,15.589316112622466,2016-01-06 22:27:11
-73.99,40.735,-74.005,40.735,8.663101604278403,2016-01-06 23:14:44
-73.99,40.735,-73.97500000000001,40.765,19.74912545944052,2016-01-06 22:34:03
-73.99,40.735,-73.995,40.765,21.914790303047255,2016-01-06 21:30:14
-73.99,40.735,-74.005,40.72,16.997161840863708,2016-01-06 21:35:04
-73.99,40.735,-73.97500000000001,40.795,25.751167598518354,2016-01-06 23:07:22
-73.99,40.735,-73.99,40.725,15.310344827583162,2016-01-06 22:33:55
-73.99,40.730000000000004,-73.985,40.725,10.992466489674399,2016-01-06 22:33:10
-73.99,40.730000000000004,-74.005,40.730000000000004,9.778672032193528,2016-01-06 22:14:24
-73.99,40.730000000000004,-73.995,40.715,17.997277676938435,2016-01-06 22:22:44
-73.99,40.730000000000004,-73.98,40.725,22.130937479597,2016-01-06 22:07:36
-73.99,40.730000000000004,-73.995,40.75,13.568280209977598,2016-01-06 23:24:34
-73.99,40.730000000000004,-73.995,40.730000000000004,14.594594594622802,2016-01-06 23:15:09
-73.99,40.730000000000004,-74.01,40.715,15.012146269281239,2016-01-06 22:32:46
-73.99,40.730000000000004,-74.01,40.735,20.54858383249291,2016-01-06 23:13:52
-73.99,40.730000000000004,-73.99,40.735,10.040201005015994,2016-01-06 23:47:57
-73.985,40.725,-73.99,40.735,20.243626253413,2016-01-06 22:51:48
-73.985,40.725,-73.99,40.74,14.2083771133697,2016-01-06 21:30:36
-73.985,40.725,-73.995,40.72,9.194495764479717,2016-01-06 23:46:30
-73.985,40.725,-73.995,40.715,16.07648224115098,2016-01-06 23:53:55
-73.985,40.725,-74.0,40.725,16.36363636363698,2016-01-06 21:46:42
-73.985,40.725,-74.0,40.730000000000004,13.648505169856628,2016-01-06 23:11:59
-73.985,40.725,-73.95,40.785000000000004,16.453177451626846,2016-01-06 21:12:31
-73.985,40.725,-73.985,40.755,14.54854368932094,2016-01-06 22:20:37
-73.985,40.725,-74.005,40.730000000000004,14.614294536032537,2016-01-06 22:40:32
-73.985,40.725,-73.97500000000001,40.745,15.881739933616831,2016-01-06 21:13:46
-73.995,40.735,-73.995,40.755,15.76331360946992,2016-01-06 21:17:49
-73.995,40.735,-74.0,40.74,15.780596064931347,2016-01-06 23:56:02
-73.995,40.735,-73.98,40.75,12.609005679333535,2016-01-06 21:15:40
-73.995,40.735,-74.01,40.72,15.042322564818953,2016-01-06 23:08:43
-73.995,40.735,-73.98,40.730000000000004,13.828090764194007,2016-01-06 22:45:39
-73.995,40.735,-73.98,40.735,12.558139534884196,2016-01-06 22:36:33
-73.995,40.735,-73.98,40.745,13.218212266150388,2016-01-06 23:03:25
-73.995,40.735,-73.99,40.74,7.747702284899727,2016-01-06 22:01:32
-73.995,40.735,-73.99,40.755,18.920038065427654,2016-01-06 22:49:32
-73.995,40.735,-73.95,40.775,15.003330071777585,2016-01-06 23:08:53
-73.995,40.755,-73.995,40.74,13.500000000000512,2016-01-06 22:16:50
-73.995,40.755,-74.005,40.75,15.729426638391256,2016-01-06 22:12:44
-73.995,40.755,-73.98,40.745,14.332275714554417,2016-01-06 23:07:09
-73.995,40.755,-73.985,40.75,10.969801863096837,2016-01-06 22:17:34
-73.995,40.755,-73.97500000000001,40.75,15.95537097580964,2016-01-06 23:49:39
-73.995,40.755,-73.98,40.74,15.28061678366757,2016-01-06 21:43:21
-73.97500000000001,40.765,-73.99,40.775,10.646140505387528,2016-01-06 22:17:47
-73.97500000000001,40.765,-73.98,40.785000000000004,23.1662966085182,2016-01-06 22:36:13
-73.97500000000001,40.765,-73.955,40.78,23.107701587270597,2016-01-06 23:08:05
-73.97500000000001,40.765,-73.99,40.730000000000004,15.801860299006286,2016-01-06 22:31:41
-73.97500000000001,40.765,-73.995,40.735,31.183688941507253,2016-01-06 23:10:44
-73.97500000000001,40.765,-73.97,40.755,21.24084922156995,2016-01-06 23:38:28
-73.97500000000001,40.765,-73.97500000000001,40.755,17.07692307691968,2016-01-06 22:38:05
-73.97500000000001,40.765,-73.97,40.75,13.210767656476085,2016-01-06 21:26:58
-73.97500000000001,40.765,-73.985,40.765,12.27272727271611,2016-01-06 22:21:26
-73.97500000000001,40.765,-74.005,40.74,16.321290701484976,2016-01-06 21:30:02
-73.97500000000001,40.765,-73.96000000000001,40.77,15.685595493715827,2016-01-06 22:24:54
-73.97500000000001,40.765,-73.99,40.77,13.975198112740808,2016-01-06 21:17:23
-73.97500000000001,40.765,-73.99,40.755,13.88933562623406,2016-01-06 23:10:37
-73.97500000000001,40.765,-73.99,40.76,10.384732194447714,2016-01-06 22:10:53
-73.97500000000001,40.765,-73.96000000000001,40.765,9.364161849711337,2016-01-06 21:12:39
-73.97500000000001,40.765,-73.99,40.735,11.653763221561748,2016-01-06 22:42:45
-73.97500000000001,40.765,-73.96000000000001,40.76,13.03889451710869,2016-01-06 21:54:04
-73.97500000000001,40.765,-73.97500000000001,40.79,14.756277695715557,2016-01-06 22:19:09
-73.97500000000001,40.765,-73.985,40.775,9.105264278168873,2016-01-06 21:24:57
-73.99,40.775,-73.995,40.755,21.071153504383815,2016-01-06 23:47:17
-73.99,40.76,-73.99,40.745,13.173626373626874,2016-01-06 21:06:37
-73.99,40.76,-73.95,40.775,10.453142621978122,2016-01-06 21:58:30
-73.99,40.76,-73.97,40.76,8.48167539266847,2016-01-06 21:29:26
-73.99,40.76,-73.97500000000001,40.78,14.501857175780168,2016-01-06 22:55:53
-73.99,40.76,-73.98,40.74,14.068164411017845,2016-01-06 23:44:50
-73.99,40.76,-73.98,40.77,24.614709651519707,2016-01-06 23:04:04
-73.99,40.76,-74.0,40.75,18.983300063351713,2016-01-06 21:13:53
-73.99,40.76,-73.985,40.77,21.88777863949036,2016-01-06 23:27:33
-73.99,40.76,-73.99,40.75,23.09826589594916,2016-01-06 23:20:26
-73.99,40.76,-73.98,40.755,8.651184651111803,2016-01-06 21:46:20
-73.99,40.76,-73.97500000000001,40.79,23.391821294635697,2016-01-06 22:48:20
-73.99,40.76,-73.965,40.775,23.48859757103109,2016-01-06 23:47:02
-73.99,40.76,-73.985,40.765,5.703408333888713,2016-01-06 22:34:31
-73.99,40.76,-73.995,40.765,17.148247723911396,2016-01-06 23:56:59
-73.99,40.76,-73.97,40.785000000000004,17.85244620457148,2016-01-06 21:15:49
-73.99,40.76,-73.96000000000001,40.78,8.85555107485814,2016-01-06 21:05:59
-73.99,40.745,-73.965,40.795,20.09269520959165,2016-01-06 22:57:39
-73.99,40.745,-73.99,40.75,8.256198347111662,2016-01-06 22:29:48
-73.99,40.745,-73.99,40.730000000000004,14.408653846147567,2016-01-06 23:15:49
-73.99,40.745,-73.985,40.730000000000004,13.767318843768996,2016-01-06 23:22:23
-73.99,40.745,-73.965,40.76,12.78757405834053,2016-01-06 22:38:30
-73.99,40.745,-74.0,40.730000000000004,17.515773865598796,2016-01-06 21:31:54
-73.99,40.745,-73.99,40.755,10.352331606222913,2016-01-06 21:07:24
-73.99,40.745,-73.98,40.77,22.297815675033295,2016-01-06 22:34:25
-73.99,40.745,-73.99,40.775,18.819466248038392,2016-01-06 22:41:15
-73.99,40.77,-73.99,40.75,23.785714285718004,2016-01-06 22:48:51
-73.99,40.77,-73.97500000000001,40.765,17.4573903335234,2016-01-06 23:30:43
-73.99,40.77,-73.98,40.730000000000004,18.78925439215902,2016-01-06 23:44:15
-73.99,40.77,-73.99,40.76,13.320000000006814,2016-01-06 23:04:11
-73.99,40.77,-73.965,40.765,6.477314868428361,2016-01-06 22:31:25
-73.99,40.75,-74.0,40.75,22.19178082192916,2016-01-06 23:52:05
-73.99,40.75,-73.98,40.730000000000004,12.462116739817832,2016-01-06 22:50:13
-73.99,40.75,-73.97500000000001,40.74,11.25557967564227,2016-01-06 23:11:22
-73.99,40.75,-73.98,40.75,4.7858197932009645,2016-01-06 21:47:25
-73.99,40.75,-73.97500000000001,40.75,11.710843373483325,2016-01-06 22:36:09
-73.99,40.75,-74.0,40.745,16.768816063852874,2016-01-06 22:51:01
-73.99,40.75,-73.985,40.745,9.817699078564159,2016-01-06 23:07:04
-73.99,40.75,-73.985,40.755,24.733049601767398,2016-01-06 21:27:48
-73.99,40.75,-73.99,40.730000000000004,16.789915966383216,2016-01-06 21:36:00
-73.99,40.75,-73.97500000000001,40.745,12.974504914544552,2016-01-06 23:28:56
-73.99,40.75,-73.985,40.74,13.95434431060508,2016-01-06 22:22:52
-73.99,40.75,-73.985,40.76,12.794932913878247,2016-01-06 21:44:01
-73.99,40.75,-73.98,40.725,17.861005413159834,2016-01-06 22:14:41
-73.99,40.75,-73.98,40.78,12.828638013517683,2016-01-06 21:51:44
-73.99,40.75,-74.005,40.745,15.409602611128452,2016-01-06 23:43:25
-73.99,40.75,-73.97500000000001,40.755,15.732558354462705,2016-01-06 21:46:44
-74.005,40.730000000000004,-73.97,40.755,12.227157060427059,2016-01-06 23:07:05
-74.005,40.730000000000004,-73.99,40.745,25.300693363114487,2016-01-06 22:35:48
-74.005,40.730000000000004,-73.985,40.74,20.743984994506256,2016-01-06 21:57:17
-74.005,40.730000000000004,-73.985,40.755,14.773674464574185,2016-01-06 21:38:55
-74.005,40.730000000000004,-73.995,40.76,20.09404789171905,2016-01-06 22:17:18
-74.005,40.730000000000004,-73.985,40.725,10.954818521355568,2016-01-06 22:49:50
-73.965,40.77,-73.955,40.78,22.56348384722945,2016-01-06 21:56:57
-73.965,40.77,-73.96000000000001,40.775,13.755278922896279,2016-01-06 22:30:45
-73.965,40.77,-73.99,40.76,17.335997918783526,2016-01-06 22:09:59
-73.965,40.77,-73.99,40.765,9.009483315913315,2016-01-06 22:17:31
-73.965,40.77,-74.005,40.735,18.107793244894463,2016-01-06 21:00:51
-73.965,40.77,-73.98,40.785000000000004,11.103181979499457,2016-01-06 22:33:30
-74.01,40.71,-73.955,40.78,26.920474466882386,2016-01-06 21:03:18
-74.01,40.71,-73.995,40.72,17.773641352224818,2016-01-06 21:32:20
-74.01,40.71,-73.99,40.735,7.777649652808164,2016-01-06 22:39:05
-73.97500000000001,40.795,-73.95,40.775,11.90273910759159,2016-01-06 22:46:39
-73.97500000000001,40.795,-73.99,40.74,15.11681224078565,2016-01-06 22:56:09
-74.005,40.735,-73.97,40.755,19.21505757343305,2016-01-06 23:22:41
-74.005,40.735,-73.985,40.74,13.141536171936234,2016-01-06 21:30:57
-74.005,40.735,-73.995,40.730000000000004,12.991540090406804,2016-01-06 21:55:28
-74.005,40.735,-73.99,40.75,13.281775345528612,2016-01-06 22:44:07
-74.005,40.735,-73.985,40.725,15.66469648762098,2016-01-06 22:03:30
-74.005,40.735,-73.96000000000001,40.765,16.9897453789928,2016-01-06 23:58:01
-74.005,40.735,-74.01,40.72,16.254085860062197,2016-01-06 23:34:39
-74.005,40.735,-74.01,40.705,14.418312571253976,2016-01-06 23:38:22
-74.005,40.735,-74.0,40.745,11.056134338402487,2016-01-06 21:08:59
-74.005,40.735,-73.97500000000001,40.745,12.570991603808931,2016-01-06 21:59:17
-74.005,40.735,-73.985,40.730000000000004,13.270122631542584,2016-01-06 21:17:05
-74.005,40.735,-73.995,40.745,19.939822934749664,2016-01-06 22:18:17
-74.005,40.735,-74.015,40.71,21.131330347966603,2016-01-06 21:00:36
-73.97500000000001,40.76,-73.98,40.775,10.874011906379263,2016-01-06 21:20:22
-73.97500000000001,40.76,-73.98,40.74,21.29121777074575,2016-01-06 23:10:10
-73.97500000000001,40.76,-73.99,40.76,9.222011385190854,2016-01-06 22:22:45
