id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,traffic_from_avg,traffic_into_avg
id0859490,2,2016-01-04 08:21:23,2016-01-04 08:26:56,1,-73.96000000000001,40.77,-73.955,40.785000000000004,N,333,333.0,0.0
id0027750,2,2016-01-04 09:05:52,2016-01-04 09:26:48,1,-73.94,40.84,-73.985,40.76,N,1256,1256.0,0.0
id0547106,1,2016-01-04 09:14:29,2016-01-04 09:24:09,1,-74.01,40.72,-74.0,40.735,N,580,580.0,0.0
id1307081,2,2016-01-04 08:33:35,2016-01-04 08:49:57,1,-73.98,40.78,-73.97,40.765,N,982,982.0,0.0
id2979747,1,2016-01-04 08:51:23,2016-01-04 08:58:09,1,-73.965,40.79,-73.955,40.79,N,406,406.0,0.0
id1320581,1,2016-01-04 09:06:23,2016-01-04 09:27:07,1,-74.015,40.7,-74.005,40.755,N,1244,1244.0,0.0
id2016837,2,2016-01-04 08:08:46,2016-01-04 08:14:50,5,-73.99,40.75,-73.99,40.74,N,364,364.0,0.0
id3953793,2,2016-01-04 08:28:25,2016-01-04 08:37:05,1,-73.99,40.730000000000004,-73.99,40.74,N,520,520.0,0.0
id1525943,1,2016-01-04 09:00:18,2016-01-04 09:17:38,1,-74.005,40.735,-73.97500000000001,40.76,N,1040,1040.0,0.0
id1345612,1,2016-01-04 08:48:35,2016-01-04 09:26:50,1,-73.775,40.645,-73.97,40.75,N,2295,2295.0,0.0
id3822337,1,2016-01-04 09:10:58,2016-01-04 09:12:42,1,-73.98,40.765,-73.97,40.765,N,104,104.0,0.0
id3819645,1,2016-01-04 08:28:23,2016-01-04 09:33:05,1,-73.775,40.645,-74.0,40.74,N,3882,3882.0,0.0
id0420375,2,2016-01-04 08:11:25,2016-01-04 08:28:49,5,-73.98,40.78,-73.97500000000001,40.76,N,1044,1044.0,0.0
id2201600,1,2016-01-04 08:36:17,2016-01-04 08:47:00,1,-73.985,40.755,-73.97500000000001,40.755,N,643,643.0,0.0
id2666636,1,2016-01-04 08:35:28,2016-01-04 08:44:28,1,-73.965,40.765,-73.97500000000001,40.76,N,540,540.0,0.0
id2681248,1,2016-01-04 08:13:50,2016-01-04 08:23:10,1,-73.98,40.775,-73.965,40.765,N,560,560.0,0.0
id3720290,2,2016-01-04 08:15:11,2016-01-04 08:27:14,1,-74.0,40.74,-73.985,40.765,N,723,723.0,0.0
id0775735,1,2016-01-04 08:44:37,2016-01-04 08:53:40,1,-73.97,40.785000000000004,-73.95,40.79,N,543,543.0,0.0
id3244068,2,2016-01-04 08:19:44,2016-01-04 08:28:31,2,-73.985,40.765,-73.98,40.755,N,527,527.0,0.0
id1437972,2,2016-01-04 08:32:44,2016-01-04 08:51:49,1,-73.965,40.79,-74.01,40.745,N,1145,1145.0,0.0
id0775438,1,2016-01-04 08:54:19,2016-01-04 09:22:12,1,-73.865,40.77,-73.985,40.74,N,1673,1673.0,0.0
id2951499,2,2016-01-04 08:22:39,2016-01-04 08:53:53,1,-73.87,40.775,-73.97500000000001,40.75,N,1874,1874.0,0.0
id0870761,1,2016-01-04 09:11:13,2016-01-04 09:40:05,1,-73.93,40.745,-74.01,40.71,N,1732,1732.0,0.0
id1999448,1,2016-01-04 08:35:37,2016-01-04 08:56:00,1,-73.96000000000001,40.765,-73.99,40.75,N,1223,1223.0,0.0
id3832176,2,2016-01-04 08:22:42,2016-01-04 08:27:27,1,-73.96000000000001,40.765,-73.97,40.76,N,285,285.0,0.0
id3142361,2,2016-01-04 08:25:13,2016-01-04 08:35:36,4,-73.98,40.765,-73.985,40.755,N,623,623.0,0.0
id1085953,2,2016-01-04 08:12:55,2016-01-04 08:20:37,1,-73.97500000000001,40.745,-73.955,40.77,N,462,462.0,0.0
id3093289,1,2016-01-04 09:04:04,2016-01-04 09:14:41,1,-73.97500000000001,40.75,-73.985,40.755,N,637,637.0,0.0
id2699874,1,2016-01-04 08:30:17,2016-01-04 08:44:07,1,-73.96000000000001,40.78,-73.97500000000001,40.76,N,830,830.0,0.0
id1833757,2,2016-01-04 09:25:21,2016-01-04 09:28:42,1,-73.97500000000001,40.76,-73.965,40.77,N,201,201.0,0.0
id0223686,1,2016-01-04 09:24:10,2016-01-04 09:44:21,1,-73.97,40.79,-73.99,40.755,N,1211,1211.0,0.0
id2877869,1,2016-01-04 08:45:50,2016-01-04 08:58:17,1,-73.96000000000001,40.78,-73.95,40.765,N,747,747.0,0.0
id1518926,1,2016-01-04 08:55:00,2016-01-04 09:17:58,1,-73.955,40.77,-73.985,40.755,N,1378,1378.0,0.0
id2105891,1,2016-01-04 09:22:35,2016-01-04 09:28:27,1,-73.965,40.765,-73.95,40.77,N,352,352.0,0.0
id2772866,1,2016-01-04 08:55:13,2016-01-04 08:58:35,1,-73.985,40.745,-73.995,40.745,N,202,202.0,0.0
id1777275,2,2016-01-04 08:32:52,2016-01-04 09:04:28,1,-73.955,40.78,-73.99,40.730000000000004,N,1896,1896.0,0.0
id0437689,1,2016-01-04 08:59:10,2016-01-04 09:17:19,1,-73.99,40.77,-74.005,40.725,N,1089,1089.0,0.0
id1624320,2,2016-01-04 08:19:09,2016-01-04 08:32:56,1,-73.98,40.735,-73.985,40.755,N,827,827.0,0.0
id0890281,2,2016-01-04 08:31:07,2016-01-04 08:35:35,5,-73.98,40.755,-73.97500000000001,40.765,N,268,268.0,0.0
id2586182,2,2016-01-04 08:53:58,2016-01-04 09:09:27,2,-73.965,40.76,-73.985,40.755,N,929,929.0,0.0
id0319496,1,2016-01-04 08:30:10,2016-01-04 08:38:24,1,-73.985,40.74,-73.98,40.755,N,494,494.0,0.0
id3725134,1,2016-01-04 08:08:02,2016-01-04 08:14:45,1,-73.985,40.755,-73.99,40.74,N,403,403.0,0.0
id2890649,2,2016-01-04 08:29:14,2016-01-04 08:33:05,2,-73.985,40.74,-73.985,40.745,N,231,231.0,0.0
id1362431,1,2016-01-04 08:25:34,2016-01-04 08:42:04,1,-73.92,40.745,-73.97,40.7,N,990,990.0,0.0
id3499580,2,2016-01-04 08:03:49,2016-01-04 08:04:33,1,-73.785,40.645,-73.78,40.645,N,44,44.0,0.0
id1178720,1,2016-01-04 08:08:04,2016-01-04 08:13:04,1,-74.0,40.675000000000004,-74.01,40.675000000000004,N,300,300.0,0.0
id1222917,2,2016-01-04 09:19:52,2016-01-04 09:25:54,1,-73.995,40.755,-74.005,40.745,N,362,362.0,0.0
id3372263,1,2016-01-04 09:26:46,2016-01-04 09:40:23,1,-73.965,40.795,-73.98,40.765,N,817,817.0,0.0
id1910673,2,2016-01-04 09:11:41,2016-01-04 09:13:53,1,-73.97500000000001,40.78,-73.98,40.775,N,132,132.0,0.0
id2913145,2,2016-01-04 08:42:12,2016-01-04 08:43:29,1,-73.965,40.76,-73.97,40.76,N,77,77.0,0.0
id1695883,1,2016-01-04 08:32:46,2016-01-04 08:42:25,1,-73.985,40.730000000000004,-73.985,40.74,N,579,579.0,0.0
id1071875,2,2016-01-04 09:10:41,2016-01-04 09:21:22,2,-74.005,40.735,-74.0,40.755,N,641,641.0,0.0
id3147684,2,2016-01-04 08:47:25,2016-01-04 08:53:36,5,-73.97,40.785000000000004,-73.98,40.77,N,371,371.0,0.0
id3337215,1,2016-01-04 08:26:33,2016-01-04 08:44:37,1,-73.94500000000001,40.775,-73.97,40.76,N,1084,1084.0,0.0
id1545626,2,2016-01-04 08:29:20,2016-01-04 08:35:30,1,-73.96000000000001,40.77,-73.97,40.765,N,370,370.0,0.0
id3028865,1,2016-01-04 08:31:27,2016-01-04 08:53:19,1,-73.965,40.79,-73.97,40.765,N,1312,1312.0,0.0
id3890139,2,2016-01-04 09:21:25,2016-01-04 09:32:30,1,-73.99,40.75,-73.985,40.735,N,665,665.0,0.0
id1076542,2,2016-01-04 09:15:49,2016-01-04 09:22:55,1,-73.995,40.745,-74.005,40.75,N,426,426.0,0.0
id0998526,2,2016-01-04 08:47:10,2016-01-04 09:11:21,1,-73.99,40.755,-73.955,40.79,N,1451,1451.0,0.0
id2378826,2,2016-01-04 08:03:52,2016-01-04 08:27:38,4,-73.985,40.755,-73.86,40.77,N,1426,1426.0,0.0
id3441399,1,2016-01-04 08:39:56,2016-01-04 09:25:57,1,-73.875,40.775,-74.015,40.71,N,2761,2761.0,0.0
id3704581,1,2016-01-04 08:47:39,2016-01-04 09:04:59,1,-73.97500000000001,40.755,-73.985,40.755,N,1040,1040.0,0.0
id0957733,1,2016-01-04 09:22:40,2016-01-04 09:26:35,1,-73.99,40.75,-74.0,40.755,N,235,235.0,0.0
id2108625,1,2016-01-04 08:24:03,2016-01-04 08:36:03,2,-73.98,40.765,-73.985,40.745,N,720,720.0,0.0
id1784658,2,2016-01-04 08:48:41,2016-01-04 09:00:12,1,-73.955,40.78,-73.97500000000001,40.755,N,691,691.0,0.0
id3071111,2,2016-01-04 08:37:12,2016-01-04 08:43:36,6,-74.005,40.735,-73.995,40.735,N,384,384.0,0.0
id2178591,2,2016-01-04 08:04:17,2016-01-04 08:18:01,1,-73.99,40.74,-73.97500000000001,40.755,N,824,824.0,0.0
id1877615,2,2016-01-04 09:11:39,2016-01-04 09:18:21,1,-73.96000000000001,40.78,-73.965,40.800000000000004,N,402,402.0,0.0
id2212001,1,2016-01-04 08:11:10,2016-01-04 08:19:34,1,-73.965,40.755,-73.98,40.755,N,504,504.0,0.0
id2435414,2,2016-01-04 08:29:31,2016-01-04 08:42:57,1,-73.99,40.75,-73.965,40.775,N,806,806.0,0.0
id3933617,1,2016-01-04 08:36:09,2016-01-04 08:46:46,1,-73.875,40.775,-73.875,40.75,N,637,637.0,0.0
id1452883,1,2016-01-04 08:04:16,2016-01-04 08:06:45,1,-74.005,40.75,-74.0,40.75,N,149,149.0,0.0
id3182174,1,2016-01-04 08:18:56,2016-01-04 08:20:19,1,-73.955,40.775,-73.955,40.77,N,83,83.0,0.0
id2495351,1,2016-01-04 09:29:22,2016-01-04 09:35:26,1,-73.985,40.74,-74.0,40.74,N,364,364.0,0.0
id1352341,1,2016-01-04 09:23:18,2016-01-04 09:38:53,1,-73.99,40.775,-73.96000000000001,40.78,N,935,935.0,0.0
id1420462,1,2016-01-04 08:57:41,2016-01-04 09:13:32,1,-73.965,40.765,-73.985,40.74,N,951,951.0,0.0
id0524379,1,2016-01-04 08:19:28,2016-01-04 08:22:39,1,-73.955,40.77,-73.96000000000001,40.765,N,191,191.0,0.0
id0590810,1,2016-01-04 08:50:56,2016-01-04 09:05:21,1,-73.985,40.74,-73.97500000000001,40.76,N,865,865.0,0.0
id1414472,2,2016-01-04 08:35:34,2016-01-04 08:50:02,1,-73.955,40.765,-74.01,40.7,N,868,868.0,0.0
id2182005,2,2016-01-04 08:45:17,2016-01-04 08:57:07,1,-74.0,40.715,-73.995,40.74,N,710,710.0,0.0
id2133599,2,2016-01-04 08:01:54,2016-01-04 08:11:34,5,-73.99,40.77,-73.97500000000001,40.76,N,580,580.0,0.0
id1201614,1,2016-01-04 08:32:59,2016-01-04 08:53:54,1,-73.965,40.775,-73.98,40.735,N,1255,1255.0,0.0
id2737476,2,2016-01-04 09:03:46,2016-01-04 09:13:08,2,-74.0,40.745,-74.005,40.725,N,562,562.0,0.0
id3146049,2,2016-01-04 08:16:35,2016-01-04 08:52:42,1,-73.97,40.800000000000004,-73.98,40.78,N,2167,2167.0,0.0
id1471712,2,2016-01-04 08:27:24,2016-01-04 08:32:51,6,-73.985,40.765,-74.0,40.75,N,327,327.0,0.0
id2736296,1,2016-01-04 08:26:00,2016-01-04 08:26:11,1,-73.99,40.76,-73.99,40.76,N,11,11.0,11.0
id1522996,1,2016-01-04 08:57:26,2016-01-04 09:03:07,1,-73.96000000000001,40.775,-73.955,40.79,N,341,341.0,0.0
id1926442,1,2016-01-04 08:43:59,2016-01-04 08:48:11,1,-73.96000000000001,40.78,-73.965,40.775,N,252,252.0,0.0
id3153313,2,2016-01-04 08:02:16,2016-01-04 08:05:51,1,-73.99,40.730000000000004,-74.0,40.730000000000004,N,215,215.0,0.0
id3499045,2,2016-01-04 08:11:09,2016-01-04 08:19:20,2,-73.99,40.735,-73.97500000000001,40.75,N,491,491.0,0.0
id1893590,2,2016-01-04 09:15:31,2016-01-04 09:29:51,1,-73.97,40.76,-73.98,40.765,N,860,860.0,0.0
id1258668,2,2016-01-04 08:25:28,2016-01-04 08:46:48,6,-73.97,40.795,-73.985,40.765,N,1280,1280.0,0.0
id0488078,1,2016-01-04 08:04:27,2016-01-04 08:17:12,1,-73.985,40.75,-74.0,40.72,N,765,765.0,0.0
id1675960,1,2016-01-04 08:27:22,2016-01-04 09:27:21,1,-73.775,40.645,-73.97,40.755,N,3599,3599.0,0.0
id2368648,2,2016-01-04 08:04:15,2016-01-04 08:15:34,1,-73.97500000000001,40.745,-73.985,40.76,N,679,679.0,0.0
id0621135,1,2016-01-04 09:07:42,2016-01-04 09:13:07,1,-73.995,40.745,-74.005,40.725,N,325,325.0,0.0
id2188642,2,2016-01-04 08:20:04,2016-01-04 08:26:48,1,-74.005,40.74,-73.99,40.745,N,404,404.0,0.0
id1632107,1,2016-01-04 08:21:10,2016-01-04 08:38:51,1,-73.955,40.77,-73.98,40.75,N,1061,1061.0,0.0
id0745103,2,2016-01-04 08:08:04,2016-01-04 08:11:16,2,-73.96000000000001,40.815,-73.965,40.800000000000004,N,192,192.0,0.0
id1939840,1,2016-01-04 08:36:44,2016-01-04 08:47:10,1,-73.99,40.755,-73.99,40.775,N,626,626.0,0.0
id0777399,2,2016-01-04 09:10:02,2016-01-04 09:46:25,1,-73.865,40.77,-74.03,40.62,N,2183,2183.0,0.0
id1034581,1,2016-01-04 09:15:12,2016-01-04 09:27:45,1,-73.955,40.78,-73.955,40.765,N,753,753.0,0.0
id2443003,2,2016-01-04 09:15:10,2016-01-04 09:34:39,2,-73.98,40.755,-73.99,40.735,N,1169,1169.0,0.0
id3913900,2,2016-01-04 08:01:09,2016-01-04 08:59:01,5,-73.78,40.645,-73.95,40.775,N,3472,3472.0,0.0
id3119510,1,2016-01-04 08:54:15,2016-01-04 09:02:32,1,-73.95,40.775,-73.97,40.755,N,497,497.0,0.0
id0751544,2,2016-01-04 09:25:59,2016-01-04 09:31:34,1,-74.015,40.705,-74.01,40.705,N,335,335.0,0.0
id2922597,2,2016-01-04 09:15:25,2016-01-04 09:27:56,6,-73.97,40.76,-73.985,40.745,N,751,751.0,0.0
id0250016,1,2016-01-04 08:30:31,2016-01-04 08:40:56,1,-73.965,40.77,-73.965,40.79,N,625,625.0,0.0
id0843270,1,2016-01-04 09:15:17,2016-01-04 09:22:12,1,-73.97500000000001,40.755,-73.985,40.76,N,415,415.0,0.0
id2576852,1,2016-01-04 08:07:02,2016-01-04 08:09:39,1,-73.985,40.75,-73.99,40.745,N,157,157.0,0.0
id1573931,2,2016-01-04 09:06:39,2016-01-04 09:43:02,2,-73.87,40.775,-73.985,40.76,N,2183,2183.0,0.0
id3503356,2,2016-01-04 08:42:16,2016-01-04 09:23:50,1,-73.87,40.775,-73.985,40.75,N,2494,2494.0,0.0
id3538848,1,2016-01-04 09:04:52,2016-01-04 09:09:49,1,-73.955,40.77,-73.955,40.785000000000004,N,297,297.0,0.0
id2694165,1,2016-01-04 08:44:10,2016-01-04 08:52:14,1,-74.005,40.735,-74.005,40.75,N,484,484.0,0.0
id2562703,1,2016-01-04 08:19:03,2016-01-04 08:31:27,1,-73.985,40.78,-73.98,40.755,N,744,744.0,0.0
id0366281,2,2016-01-04 09:27:43,2016-01-04 09:38:18,1,-73.94,40.75,-73.96000000000001,40.745,N,635,635.0,0.0
id2872386,1,2016-01-04 08:21:40,2016-01-04 08:26:30,1,-73.97500000000001,40.755,-73.97,40.765,N,290,290.0,0.0
id0967066,1,2016-01-04 08:51:22,2016-01-04 09:01:33,1,-73.97,40.75,-73.99,40.74,N,611,611.0,0.0
id0146913,1,2016-01-04 09:20:48,2016-01-04 09:40:53,1,-73.965,40.765,-73.98,40.76,N,1205,1205.0,0.0
id3646949,2,2016-01-04 08:51:18,2016-01-04 09:16:31,5,-74.015,40.715,-73.97500000000001,40.745,N,1513,1513.0,0.0
id3171771,2,2016-01-04 09:24:42,2016-01-04 09:41:09,1,-73.97500000000001,40.745,-73.97,40.76,N,987,987.0,0.0
id3080029,1,2016-01-04 09:26:55,2016-01-04 09:37:29,1,-73.99,40.755,-73.97500000000001,40.75,N,634,634.0,0.0
id3394838,2,2016-01-04 09:14:36,2016-01-04 09:45:52,1,-73.94,40.79,-73.97500000000001,40.755,N,1876,1876.0,0.0
id0261727,1,2016-01-04 08:56:36,2016-01-04 09:17:59,3,-73.98,40.77,-73.98,40.765,N,1283,1283.0,0.0
id2579423,2,2016-01-04 09:11:36,2016-01-04 09:26:30,1,-73.955,40.78,-73.97500000000001,40.76,N,894,894.0,0.0
id0293576,2,2016-01-04 08:44:41,2016-01-04 08:56:33,5,-73.97,40.75,-73.99,40.74,N,712,712.0,0.0
id3964040,1,2016-01-04 08:48:25,2016-01-04 09:00:38,1,-74.0,40.725,-74.005,40.705,N,733,733.0,0.0
id0537869,2,2016-01-04 09:26:06,2016-01-04 09:30:44,2,-73.955,40.775,-73.955,40.785000000000004,N,278,278.0,0.0
id1721868,2,2016-01-04 08:39:16,2016-01-04 08:44:38,1,-73.99,40.745,-73.985,40.745,N,322,322.0,0.0
id2474993,1,2016-01-04 08:24:24,2016-01-04 08:29:14,1,-73.97500000000001,40.755,-73.98,40.765,N,290,290.0,0.0
id0224445,1,2016-01-04 08:13:42,2016-01-04 08:20:30,1,-73.97,40.795,-73.96000000000001,40.805,N,408,408.0,0.0
id1120632,1,2016-01-04 08:39:09,2016-01-04 08:43:00,1,-74.005,40.730000000000004,-74.0,40.725,N,231,231.0,0.0
id1308182,1,2016-01-04 09:06:54,2016-01-04 09:16:02,1,-73.955,40.78,-73.955,40.79,N,548,548.0,0.0
id1952468,2,2016-01-04 08:22:33,2016-01-04 08:32:46,1,-73.99,40.755,-73.97,40.76,N,613,613.0,0.0
id2088911,2,2016-01-04 08:26:37,2016-01-04 08:37:31,6,-73.98,40.72,-74.005,40.730000000000004,N,654,654.0,0.0
id3834630,1,2016-01-04 08:42:09,2016-01-04 09:02:57,1,-73.99,40.745,-73.965,40.805,N,1248,1248.0,0.0
id1348687,2,2016-01-04 09:20:22,2016-01-04 09:50:31,1,-73.865,40.77,-73.96000000000001,40.775,N,1809,1809.0,0.0
id3881712,2,2016-01-04 08:33:12,2016-01-04 08:38:11,1,-73.97,40.795,-73.97,40.79,N,299,299.0,0.0
id2697544,1,2016-01-04 09:14:19,2016-01-04 09:43:54,1,-73.775,40.645,-73.925,40.65,N,1775,1775.0,0.0
id3663592,2,2016-01-04 09:23:53,2016-01-04 09:35:36,1,-73.99,40.75,-73.985,40.74,N,703,703.0,0.0
id1720243,2,2016-01-04 09:11:45,2016-01-04 09:19:07,1,-73.97500000000001,40.755,-73.97500000000001,40.75,N,442,442.0,0.0
id0245628,1,2016-01-04 09:25:32,2016-01-04 09:30:04,1,-73.94500000000001,40.775,-73.955,40.78,N,272,272.0,0.0
id2986014,1,2016-01-04 08:25:08,2016-01-04 08:40:43,1,-74.005,40.75,-73.97500000000001,40.76,N,935,935.0,0.0
id0939179,1,2016-01-04 08:59:20,2016-01-04 09:22:47,1,-74.005,40.730000000000004,-73.97,40.75,N,1407,1407.0,0.0
id3510806,2,2016-01-04 08:00:06,2016-01-04 08:12:08,1,-73.955,40.78,-73.97500000000001,40.76,N,722,722.0,0.0
id2743117,1,2016-01-04 08:35:47,2016-01-04 08:40:41,1,-73.98,40.75,-73.97500000000001,40.76,N,294,294.0,0.0
id2019792,1,2016-01-04 08:51:56,2016-01-04 09:14:38,1,-73.955,40.77,-73.99,40.755,N,1362,1362.0,0.0
id3066873,1,2016-01-04 09:04:36,2016-01-04 09:11:53,1,-73.97500000000001,40.745,-73.98,40.755,Y,437,437.0,0.0
id1580085,2,2016-01-04 08:32:51,2016-01-04 08:39:23,1,-73.97500000000001,40.730000000000004,-73.99,40.735,N,392,392.0,0.0
id0805381,2,2016-01-04 08:56:15,2016-01-04 09:12:27,1,-73.98,40.765,-73.985,40.745,N,972,972.0,0.0
id1926673,2,2016-01-04 08:40:33,2016-01-04 08:53:01,2,-73.995,40.730000000000004,-73.98,40.75,N,748,748.0,0.0
id0409631,1,2016-01-04 08:17:01,2016-01-04 08:31:33,1,-73.95,40.77,-73.97500000000001,40.76,N,872,872.0,0.0
id1443057,2,2016-01-04 08:52:41,2016-01-04 09:06:02,2,-73.985,40.74,-74.005,40.705,N,801,801.0,0.0
id0867240,2,2016-01-04 08:34:33,2016-01-04 08:55:00,1,-73.97,40.79,-73.96000000000001,40.76,N,1227,1227.0,0.0
id0934637,1,2016-01-04 08:53:16,2016-01-04 09:07:14,1,-73.99,40.730000000000004,-74.01,40.72,N,838,838.0,0.0
id0366956,2,2016-01-04 08:53:43,2016-01-04 08:56:40,1,-73.995,40.74,-74.005,40.745,N,177,177.0,0.0
id0671110,2,2016-01-04 08:40:14,2016-01-04 08:58:48,1,-73.995,40.765,-73.96000000000001,40.78,N,1114,1114.0,0.0
id0262980,2,2016-01-04 08:32:26,2016-01-04 08:42:07,1,-73.995,40.75,-73.985,40.755,N,581,581.0,0.0
id2145111,2,2016-01-04 09:20:53,2016-01-04 09:28:05,1,-73.97500000000001,40.755,-73.97500000000001,40.76,N,432,432.0,0.0
id2700898,2,2016-01-04 08:19:01,2016-01-04 08:36:35,2,-74.01,40.705,-73.98,40.745,N,1054,1054.0,0.0
id1811495,1,2016-01-04 08:41:24,2016-01-04 08:46:16,2,-73.955,40.77,-73.95,40.775,N,292,292.0,0.0
id2678807,2,2016-01-04 08:53:52,2016-01-04 08:57:31,1,-73.98,40.79,-73.98,40.78,N,219,219.0,0.0
id2197656,2,2016-01-04 09:22:38,2016-01-04 09:25:30,1,-73.985,40.745,-73.98,40.75,N,172,172.0,0.0
id1176064,2,2016-01-04 09:01:09,2016-01-04 09:09:19,2,-74.01,40.735,-74.005,40.725,N,490,490.0,0.0
id3569425,2,2016-01-04 09:24:06,2016-01-04 09:33:33,6,-73.965,40.765,-73.97500000000001,40.75,N,567,567.0,0.0
id1218121,1,2016-01-04 09:08:49,2016-01-04 09:38:22,3,-73.995,40.735,-74.005,40.730000000000004,N,1773,1773.0,0.0
id2881724,2,2016-01-04 09:16:55,2016-01-04 09:46:47,1,-73.875,40.775,-73.97500000000001,40.75,N,1792,1792.0,0.0
id1014105,1,2016-01-04 09:12:18,2016-01-04 09:33:52,1,-73.875,40.775,-73.95,40.78,N,1294,1294.0,0.0
id1355716,1,2016-01-04 08:00:11,2016-01-04 08:04:35,1,-73.97,40.805,-73.97500000000001,40.79,N,264,264.0,0.0
id0553496,2,2016-01-04 09:12:44,2016-01-04 09:15:57,1,-73.965,40.765,-73.96000000000001,40.765,N,193,193.0,0.0
id3327013,2,2016-01-04 08:43:10,2016-01-04 08:53:01,6,-74.005,40.75,-73.985,40.765,N,591,591.0,0.0
id3917311,1,2016-01-04 09:14:13,2016-01-04 10:10:55,1,-73.78,40.645,-73.97500000000001,40.79,N,3402,3402.0,0.0
id1192624,1,2016-01-04 08:59:20,2016-01-04 09:06:30,1,-73.98,40.755,-73.99,40.74,N,430,430.0,0.0
id0650004,1,2016-01-04 08:23:55,2016-01-04 08:29:05,1,-74.005,40.715,-74.015,40.715,N,310,310.0,0.0
